time_sec,samples_in_window,mean_b0_ch0,mean_b0_ch1,mean_b0_ch2,mean_b0_ch3,mean_b0_ch4,mean_b0_ch5,mean_b0_ch6,mean_b0_ch7,mean_b1_ch0,mean_b1_ch1,mean_b1_ch2,mean_b1_ch3,mean_b1_ch4,mean_b1_ch5,mean_b1_ch6,mean_b1_ch7,mean_b2_ch0,mean_b2_ch1,mean_b2_ch2,mean_b2_ch3,mean_b2_ch4,mean_b2_ch5,mean_b2_ch6,mean_b2_ch7,mean_b3_ch0,mean_b3_ch1,mean_b3_ch2,mean_b3_ch3,mean_b3_ch4,mean_b3_ch5,mean_b3_ch6,mean_b3_ch7,mean_b4_ch0,mean_b4_ch1,mean_b4_ch2,mean_b4_ch3,mean_b4_ch4,mean_b4_ch5,mean_b4_ch6,mean_b4_ch7,mean_b5_ch0,mean_b5_ch1,mean_b5_ch2,mean_b5_ch3,mean_b5_ch4,mean_b5_ch5,mean_b5_ch6,mean_b5_ch7,var_b0_ch0,var_b0_ch1,var_b0_ch2,var_b0_ch3,var_b0_ch4,var_b0_ch5,var_b0_ch6,var_b0_ch7,var_b1_ch0,var_b1_ch1,var_b1_ch2,var_b1_ch3,var_b1_ch4,var_b1_ch5,var_b1_ch6,var_b1_ch7,var_b2_ch0,var_b2_ch1,var_b2_ch2,var_b2_ch3,var_b2_ch4,var_b2_ch5,var_b2_ch6,var_b2_ch7,var_b3_ch0,var_b3_ch1,var_b3_ch2,var_b3_ch3,var_b3_ch4,var_b3_ch5,var_b3_ch6,var_b3_ch7,var_b4_ch0,var_b4_ch1,var_b4_ch2,var_b4_ch3,var_b4_ch4,var_b4_ch5,var_b4_ch6,var_b4_ch7,var_b5_ch0,var_b5_ch1,var_b5_ch2,var_b5_ch3,var_b5_ch4,var_b5_ch5,var_b5_ch6,var_b5_ch7
14.763,49,51.0828781,61.9993477,-173.824661,0,48.8334579,52.5121155,31.9182529,33.4741898,47.9931259,59.2958794,-194.20639,0,43.8963242,47.1056862,30.0582428,32.9581413,44.585186,56.4996071,-203.913162,0,42.2847137,44.3004875,29.4178333,29.1284904,40.2744255,54.5954056,-207.979492,0,40.400959,42.2108879,26.4588966,24.0525723,38.8734665,54.0246773,-222.657089,0,38.1681633,40.7445717,25.3601265,25.0366955,42.119873,56.9346237,-216.751083,0,41.3974113,43.6939011,27.436409,28.3729591,69.855484,64.5972443,0.0222958755,0,81.2343063,80.1051712,3.38925242,41.2018852,79.1425323,51.4828224,0.0732477382,0,52.9193649,63.8888016,7.1714735,26.4269352,70.7761765,38.1093407,0.0199250225,0,52.7942429,53.5382156,7.66676569,13.6335831,42.0148392,27.787735,0,0,53.4973755,52.4579811,14.2470398,13.3096447,68.3462753,51.3581696,0.0549891107,0,67.1380844,83.5417404,18.8901081,18.8045044,66.3397598,31.8477917,0.0147311874,0,64.6972046,74.0051193,21.3481369,8.79831028
15.808,49,68.1479416,69.0157776,-173.828049,-45.7688789,66.4228668,68.7410736,34.7844505,35.5440636,58.8949509,60.5351181,-194.204895,0,57.8490219,60.1096992,32.8661232,35.158287,53.8052139,55.8310394,-203.909882,0,57.3790474,57.9854507,32.4892273,31.4741211,50.0109406,52.5774765,-207.986984,0,53.3483734,53.9083519,28.6134491,24.8792267,46.7612648,51.1614532,-222.64798,0,50.6049461,51.6176109,25.7105312,24.2208176,51.5222015,53.5502968,-216.746613,0,53.286541,53.8443336,28.1441669,28.8922291,92.2442856,3.0167799,0.0243267957,18434.1523,110.406082,79.9079666,10.5887547,14.6031876,12.5849581,29.130579,0.0798442066,0,79.4760132,38.2383614,20.5163097,8.59114075,9.83000851,23.3733082,0.0297204703,0,94.6117172,61.2834511,11.4505978,1.94366622,20.6331196,31.2171192,0,0,58.8299599,36.5382767,10.385582,5.77316427,4.15266895,60.1377831,0.0411818326,0,38.9958725,16.3724861,7.57264853,15.8375921,10.0511274,48.8393478,0.0348548591,0,36.3821945,15.1493063,10.3930492,3.25154996
16.754,51,74.8774109,62.6841736,-173.831375,-167.101288,73.3115005,74.3517761,36.8527985,33.1271324,61.6300087,53.7112541,-194.184296,0,61.9986343,60.4580841,36.0715523,32.5890388,55.1542015,48.6637192,-203.906464,0,62.0289726,59.992672,32.969574,29.7135468,54.2046509,46.4086685,-207.978149,0,56.3468437,54.3226585,29.3778629,25.2029972,49.688282,43.1968384,-222.656052,0,54.042202,51.992733,24.847353,22.4596443,52.8096275,46.4875832,-216.741806,0,56.5191345,53.9147186,28.8648624,27.7319679,23.1448231,53.430954,0.0163044203,47027.9414,12.2075787,20.600008,3.34426808,4.4450264,1.45101237,20.2149506,0.0686962456,0,22.6522503,37.4946251,3.25400496,5.59614849,1.77089202,16.9005413,0.00565524306,0,27.8967896,39.7027969,10.578969,6.14206553,4.06822538,13.8827028,0,0,23.8515625,36.9386635,4.07508087,12.7380695,5.21965027,16.2793694,0.0482949801,0,11.0478249,18.1844254,2.41080761,8.5521698,2.63493896,18.1460667,0.00904998556,0,20.379425,33.5432014,4.7959733,3.49545002
17.569,52,69.7794266,55.1065254,-173.822495,-163.887802,70.3479309,67.5483627,36.0434227,34.9287148,61.4235153,51.1372833,-194.203384,0,61.9151993,56.1305122,35.9938507,34.2926903,56.1361465,47.7698517,-203.914581,0,61.0266113,55.0619659,32.9303017,31.4500027,55.0097733,45.5119705,-207.985611,0,56.4846191,49.7464256,29.4282513,29.1616726,50.1778183,42.2628784,-222.657776,0,54.5788994,47.6747055,26.9647141,24.7490921,52.8363228,46.0444489,-216.747375,0,57.7933998,50.6047935,31.0015945,29.3277683,44.1553574,22.9515209,0.0216534212,46650.2109,16.1910782,63.0868568,2.57529354,4.13918257,1.28238094,0.837384999,0.0767378137,0,21.4141045,23.589962,2.34749627,9.4897871,3.54213309,9.74048901,0.0349399745,0,19.8960209,27.2697506,9.20289803,13.3772516,4.03837204,4.31727743,0.00125779933,0,23.6518631,26.4486542,4.02496338,15.7432137,5.11623812,4.40330696,0.0499969088,0,12.1442299,25.8560982,7.04848337,8.36177349,2.3205533,6.29642534,0.028343942,0,26.4226933,34.0884628,8.29090595,6.6417098
18.698,49,62.8871078,48.4413261,-173.815842,0,65.6779633,50.6002655,30.0593281,30.6465893,55.9875145,47.1752129,-194.213745,0,57.9814491,43.4889107,29.7386322,31.5251637,51.6426811,43.6515274,-203.920959,0,55.9767914,40.8181686,29.0223255,29.1825047,49.8056297,41.890728,-207.982239,0,53.2452583,37.9333076,25.4909763,26.26898,43.907959,38.9359589,-222.660828,0,51.4014778,35.7157707,24.594286,21.8611584,50.708046,43.4071007,-216.750977,0,55.2568741,40.0399361,28.119524,26.679409,4.0458951,10.5905094,0.0199797545,0,12.3773108,90.6329041,33.0476341,41.6005287,24.6430931,18.6296635,0.0680825561,0,45.0778275,122.661179,39.2622528,33.5109825,41.16996,42.7404442,0.000100251287,0,51.2443352,144.26236,37.79599,29.4233532,31.4519825,30.3320694,0.00945016369,0,55.9407578,107.075279,25.920208,42.8830719,26.1236076,31.6164742,0.0269298814,0,45.6495514,100.131767,38.1521645,20.9036579,10.2426586,25.4979267,0.0180654526,0,43.1334343,94.0640182,35.9336052,26.6166039
2.622,49,47.5511894,61.073082,-173.83606,0,47.5953979,47.594265,34.507019,-4.73263264,44.1310387,61.4786568,-194.182358,0,44.1876945,44.1882668,34.5764885,-39.0489807,41.3025513,59.3640823,-203.901489,0,41.3610229,41.3576164,33.1072235,-58.453495,38.79776,56.563488,-207.981964,0,38.8542442,38.8516121,28.2404308,-70.5044632,35.0297165,53.1772652,-222.646622,0,35.0925255,35.0916939,25.6871986,-79.089119,37.6501656,55.8355179,-216.740494,0,37.71558,37.7168884,27.2055359,-74.0192795,5.98667955,18.4211884,0.0302524418,0,5.99694157,5.99883127,3.87195992,121.595139,52.3304558,52.8364334,0.06348636,0,51.9475288,51.9142914,22.3629284,121.683334,50.83815,50.528286,0.00689719617,0,50.5600929,50.5945625,17.6101151,122.019974,30.6926804,35.8711395,0,0,30.6071053,30.6007004,26.6916275,121.940979,51.2287788,50.793705,0.0170000009,0,50.945076,50.8968735,23.8410435,130.637833,46.6045609,50.5712128,0.00757717341,0,46.2444992,46.131031,35.7437668,122.123802
3.743,50,48.753212,66.6961746,-173.820999,0,44.6308403,44.6314659,33.5823212,-27.5424023,47.9562988,67.0625458,-194.206451,0,45.8946648,45.8939056,33.8925133,-61.7241211,45.2307777,62.6386032,-203.915878,0,43.2798958,43.278656,30.4366531,-81.1095734,40.5812378,60.5167542,-207.978027,0,38.7135468,38.7137413,26.972065,-93.1518936,39.0490494,57.5079689,-222.664642,0,37.9132767,37.9124603,25.337141,-101.944,40.851696,59.0830307,-216.751877,0,38.6242638,38.623745,26.4534149,-96.6699524,30.1533756,4.96452904,0.0258810576,0,6.21101856,6.19570255,6.06046867,134.230835,26.6863232,2.26046181,0.0690721497,0,16.029356,16.0321407,28.548521,131.453918,22.7797718,14.8253098,0.0177038126,0,15.2932482,15.2861814,38.5284805,131.231247,21.6497116,3.25298476,0,0,18.8953304,18.8896675,25.8805752,131.168076,10.4221087,7.02321005,0.0586167797,0,10.4601612,10.4532137,24.606554,131.149323,28.0329762,4.95671368,0.0145152155,0,12.0384407,12.0281019,20.5090752,131.176163
4.622,48,55.6223145,67.1409073,-173.812866,0,44.8408508,44.8764954,30.4484196,-43.6654625,51.914856,64.9809189,-194.219788,0,41.5806389,41.6294289,28.8988552,-77.9235001,48.6382713,59.6015625,-203.926453,0,39.310627,39.3037643,24.974081,-97.3209229,43.6977119,57.4449577,-207.989563,0,35.5264168,35.5308762,22.2671223,-109.365318,41.5647087,53.6215401,-222.66571,0,33.9436455,33.9444237,20.373333,-118.158142,44.7884712,56.8547859,-216.753555,0,34.8226814,34.8253975,22.6479797,-112.883453,88.1862106,5.61468172,0.0191801637,0,10.460206,10.8317318,7.35681915,121.181511,73.4060822,5.11738777,0.064730525,0,9.33965397,9.02971458,15.1227083,121.569252,58.5461006,9.68011475,0.0136337541,0,8.326828,8.36169147,19.9689827,121.45536,51.206871,15.8285398,0,0,10.6592331,10.6529083,18.6216164,121.41758,33.3165169,17.9521198,0.0126401447,0,13.7379894,13.7264185,24.253933,121.41127,69.3890839,2.49327898,0.0173594914,0,5.45483303,5.44254398,5.11533976,121.419708
5.516,50,66.2572479,67.8594208,-173.820999,0,51.1956825,54.5526962,34.6772995,-61.7021103,61.4539986,64.20578,-194.206451,0,43.6794205,48.3829193,31.5499783,-96.1639938,56.0057411,57.764183,-203.915878,0,39.1545792,43.6008148,25.8781586,-115.609093,51.2531929,55.3977814,-207.978027,0,36.9412003,41.6168404,23.7978191,-127.66626,49.3596382,51.6946793,-222.664642,0,33.2929077,37.8964729,21.402319,-136.46431,53.5485497,56.5643425,-216.751877,0,36.2524452,40.9827003,25.2139206,-131.184525,8.59184361,9.56483173,0.0258810576,0,24.4605865,70.0238419,52.6134377,127.974342,4.09111881,14.8907604,0.0690721497,0,33.6768303,115.179787,30.036005,129.255814,1.52956915,6.91927433,0.0177038126,0,11.8068705,69.8734894,17.0195789,129.666595,2.90294194,21.5509071,0,0,20.0939388,94.0284653,29.0817127,129.773376,14.3080006,14.2648726,0.0586167797,0,17.3517056,83.5731583,23.3153458,129.816406,1.70981252,10.6235952,0.0145152155,0,22.6714706,100.782288,15.6871023,129.778732
6.366,48,67.3649445,69.2742386,-173.813843,0,57.2501717,62.1247711,40.5283127,-77.56884,62.7204704,65.484642,-194.215408,0,48.996273,57.9022179,35.8763771,-111.573242,56.0039558,59.8057098,-203.923996,0,43.3374596,52.6541443,30.5923138,-130.927002,52.4029961,58.8575325,-207.985886,0,42.1843147,51.9010429,29.2024784,-142.961014,52.1194801,55.524456,-222.665604,0,38.6897888,48.1563072,26.9058094,-151.749893,55.1380806,58.6678429,-216.754211,0,41.581543,50.6561279,28.6121464,-146.478928,1.89931679,10.2517433,0.0214978307,0,17.7051983,20.5379601,27.1976929,125.370468,1.3630482,16.7640991,0.074387826,0,37.1464767,84.8656387,11.3770208,126.461433,0.630416453,15.353487,0.0155856926,0,27.0525875,81.6570587,12.6714344,126.565475,0.389870793,33.1102028,0,0,32.7500687,94.1604004,21.8941479,126.586037,1.00632381,25.5521164,0.009425411,0,42.0654526,105.036972,10.7976961,126.594917,2.79817152,17.1205902,0.0180791877,0,38.2234535,94.0358047,10.2208729,126.580017
11.537,51,65.8168182,54.0391006,-173.827423,-61.5636253,63.7889557,59.4678421,34.7337303,-176.011841,56.1042709,51.564415,-194.199463,0,59.9774475,53.0142365,34.3336678,-199.78894,51.4762688,44.4899101,-203.91362,0,53.0546875,47.6903496,29.8046112,-211.208847,48.874279,45.3580971,-207.990005,0,53.1747513,48.6635513,30.2272892,-219.15062,45.6593475,42.114727,-222.650116,0,49.144722,45.1336632,27.7843323,-224.709686,47.0836792,44.9620132,-216.749619,0,51.4902039,48.0813293,29.0055103,-232.312943,12.6957531,5.78780842,0.0211205333,23823.3613,38.2005768,28.5911369,1.19297838,116.863144,17.1188889,7.06301212,0.0842379928,0,44.0932426,26.7458611,1.9210602,70.8284988,13.8814974,8.30719852,0.00120548694,0,30.6986694,40.7211342,1.70285106,91.3737106,16.4608555,8.26534367,0,0,59.5373802,25.2208328,7.07679558,126.732529,12.963973,4.00662851,0.0157037228,0,39.7235489,30.0593815,3.75353622,312.943604,13.7958546,2.26453304,0.00130448095,0,40.5694542,31.8395767,5.29554367,867.852966
12.339,50,67.1478195,51.6487045,-173.81543,-242.208939,64.8718567,66.2089386,33.3776245,-193.256927,55.9876213,50.5158844,-194.212418,0,57.315258,57.5220642,33.7111778,-222.0849,52.6266365,45.8087463,-203.917786,0,53.0937843,54.1903725,29.9193821,-236.750061,49.657196,44.0676994,-207.980255,0,50.505825,52.8619003,27.8839226,-247.416077,46.6801949,41.5111427,-222.665482,0,47.1765175,49.5427628,25.4956055,-261.320007,47.5330353,42.9541016,-216.75148,0,48.6793594,51.7325974,27.3456249,-293.454773,24.1356659,2.61322474,0.0342931747,49974,54.0738487,61.2372894,3.10117412,197.830292,16.9734192,4.7096324,0.0876302272,0,19.7490387,6.56173849,3.23935103,648.40271,21.4407921,11.7577333,0.024979081,0,30.9338551,12.9311199,1.2929163,851.295288,23.0696201,1.88479054,0,0,27.0854645,1.16612446,10.243515,985.874878,20.6801109,2.62483382,0.0637871176,0,17.8737564,2.42432642,13.5447197,1657.68188,20.3012314,3.61886501,0.0263421088,0,12.7298775,1.76254117,9.73010349,7577.1792
13.157,50,69.4341125,47.1718063,-173.831955,-242.208939,70.1226425,71.7682953,33.8967209,-217.584518,60.5250893,46.1844254,-194.199097,0,57.8772736,60.1535645,34.157959,-268.684692,57.06493,43.2644196,-203.908737,0,55.0899773,57.1704063,30.5984173,-290.095673,52.6781235,39.8839836,-207.988678,0,51.4011459,52.2328606,25.2567368,-304.183746,51.3339806,38.205677,-222.643814,0,48.3756332,50.0955353,24.2600594,-329.173309,52.9704285,40.8729286,-216.744705,0,51.2159805,52.6847153,27.4502583,-188.376663,16.847374,25.5135574,0.0217486564,49974,11.5112953,7.84890079,3.88780141,263.55545,4.35736847,36.3382111,0.0858487934,0,5.51344156,1.04453325,4.0323,1121.96582,1.79274297,35.0421715,0,0,9.222579,0.279990315,2.87351751,1459.22729,2.73283648,33.4208069,0,0,11.7259073,2.69922447,1.69514883,1604.52185,3.98064303,18.6009007,0.00548633188,0,6.31397772,0.535978019,8.91985703,1930.39331,9.5477705,2.2662549,0.00229893043,0,0.516355932,3.49509311,10.6803436,34090.1406
14.209,50,69.3100433,40.6362267,-173.834869,-17.9414005,68.9083862,71.7860565,35.3960419,-245.854797,61.8181343,39.9933815,-194.18338,0,55.4409294,60.01091,33.9872017,-326.694214,54.7544136,36.5302086,-203.903763,0,50.6106873,53.9954338,28.4258041,-356.342499,52.1051788,34.0362549,-207.973969,0,48.7388344,51.0649414,24.7993412,-373.738312,50.1330566,32.6174202,-222.652542,0,45.457901,48.3908119,22.9874859,-328.815552,53.3900719,38.4734993,-216.740433,0,50.4781342,52.5217781,27.2328167,-8.97070026,3.89621329,14.1008921,0.0202172324,7725.45215,5.85501003,4.19128895,1.02354026,262.465485,1.00118089,12.3033619,0.0726949722,0,0.645875156,1.37890935,4.21741104,1121.29688,12.7413006,12.0978155,0.0211339127,0,5.46971226,10.9547977,16.9488792,1462.22668,1.20365906,7.27859259,0,0,1.86171651,0.436456442,1.23339856,1616.89307,6.81188583,17.7359791,0.056427557,0,2.96473455,2.24582553,9.51360321,21626.9648,5.13303852,5.13457823,0.0145034995,0,1.10323584,3.27556872,8.55197811,3943.19971
15.209,50,65.5109634,43.3659096,-173.833572,0,65.542984,69.061409,32.1231804,-275.26593,58.5317345,44.377636,-194.183777,0,58.0384827,59.3620796,30.0523758,-387.050781,51.9073792,40.9388618,-203.903015,0,53.3709335,53.6017914,24.2250977,-283.72641,51.4109421,38.5888786,-207.980835,0,51.2972221,51.4544182,22.0944538,-223.633713,47.2044373,35.8824387,-222.653244,0,47.8405647,48.0048676,19.7962208,-137.220642,51.5343857,40.9866791,-216.73967,0,52.6795502,52.5414009,24.5817776,0,14.5709934,26.2305279,0.0199703071,0,4.01275492,13.3425884,11.9560184,259.511444,8.3116951,30.1548462,0.0553373955,0,8.26206875,0.613229692,5.20144987,1123.77087,5.22701693,36.4302444,0.013543155,0,20.6674767,8.73199368,2.90770507,34999.8008,2.27807188,26.6162186,0,0,4.60208082,0.357644439,4.44799519,42858.0938,1.84608388,34.8093605,0.0173030142,0,11.0227985,2.08982015,0.530236125,40068.9453,2.06060815,18.6684322,0.0249100719,0,8.83032608,3.62189364,1.31866992,0
1.289,27,-173.827148,-332.248199,43.4454422,43.5805893,-173.825745,-259.799316,-173.819687,36.0248146,-194.195114,0,39.8113327,39.9748535,-194.196716,-254.517029,-194.202423,31.783411,-203.907791,0,33.460041,33.6661072,-203.914612,-253.792343,-203.915497,25.5731087,-207.97226,0,34.2745552,34.4665947,-207.98288,-252.65036,-207.972336,25.674818,-222.663177,0,32.9630737,33.2025604,-222.652832,-251.021683,-222.669113,24.4074802,-216.74559,0,34.4877014,34.670002,-216.749054,-230.939667,-216.753357,25.8328152,0.0209035873,38636.0859,13.5953588,13.7820415,0.0226135813,0.0026948452,0.0152777098,20.7244511,0.0740520582,0,23.1995125,23.3774185,0.0806874633,0,0.0594887584,57.701992,0.0189633463,0,34.0621262,34.9064598,0.0107752644,0,0.0209353864,70.8352051,0.0119257784,0,38.484478,39.4845123,0.000683455728,0,0.00753547437,54.3256912,0.0390774533,0,40.6752739,41.4948883,0.024982214,0,0.0168261547,41.2194901,0.0249057859,0,59.3201294,60.6945763,0.00776582863,0.0109473011,0.0135080181,63.8723869
7.654,50,-173.834778,0,57.5591049,57.7575569,-173.818695,-259.799469,-173.81778,45.678463,-194.188248,0,54.2556534,54.4565277,-194.211365,-254.51709,-194.210724,42.6682625,-203.901291,0,46.2431488,46.4366989,-203.918121,-253.792404,-203.918335,35.3756981,-207.980408,0,45.9777641,46.1823044,-207.976578,-252.650436,-207.987747,35.1428185,-222.644028,0,44.7066498,44.915596,-222.6577,-251.021683,-222.665054,34.3727455,-216.742325,0,46.2806702,46.4972305,-216.752151,-230.939575,-216.746796,36.5932655,0.0207973383,0,6.80564213,6.76237297,0.0182759836,0,0.0201404318,16.1542892,0.0650877133,0,12.7322788,12.716814,0.0668972135,0,0.0697311908,17.7855873,0.00185319199,0,4.83779049,4.88299417,0.0208837762,0,0.0392292589,6.06791925,0.00547551736,0,10.2280674,10.1742544,0,0,0.00326783746,8.57777023,0.0353625864,0,7.15360022,7.11987495,0.0449092835,0.0132322516,0.0431153476,6.79207563,0.0302526765,0,4.45821142,4.37986755,0.0165435281,0,0.0414173454,2.62884045
8.569,50,-173.835114,0,55.5335045,55.7347946,-173.817047,-259.799622,-173.819809,41.849575,-194.184265,0,52.7167053,52.9171333,-194.213043,-254.517227,-194.208145,40.0783577,-203.90303,0,48.0168076,48.2082481,-203.921173,-253.792572,-203.919006,35.1019783,-207.983032,0,45.4277802,45.6310272,-207.984283,-252.650604,-207.984589,33.3473206,-222.646362,0,45.7356415,45.9581604,-222.660202,-251.021851,-222.664078,35.5023613,-216.739761,0,47.0189171,47.2556877,-216.748047,-230.940079,-216.749847,37.8619843,0.0290868655,0,3.80136395,3.77231741,0.0169432834,0,0.0158099979,1.92019761,0.0649233162,0,7.90430212,7.89223433,0.0750959888,0,0.0752669051,4.09426308,0.0190392788,0,10.0785751,10.1462078,0.0340695232,0,0.00369393453,4.97648573,0.00361834466,0,7.71864605,7.71145439,0,0,0.00073905196,10.5271349,0.0465712398,0,8.87585449,8.86604691,0.0281835776,0.0188096613,0.0366008282,5.09064293,0.0125675946,0,6.53662205,6.54988098,0.0302696228,0,0.0036468273,7.20183802
10.573,48,-173.813416,4.8814168,47.4006042,47.6003113,-173.830856,-259.799377,-173.83429,35.5001907,-194.216904,4.15581274,47.741394,47.9380455,-194.19635,-254.517014,-194.186813,35.4103546,-203.923645,3.11987495,46.7732353,46.9701042,-203.905533,-253.792313,-203.904968,34.4837532,-207.984695,2.53689599,45.6682625,45.8788147,-207.979904,-252.650375,-207.979935,33.8229408,-222.665115,1.94766665,45.8426819,46.0543327,-222.650925,-251.021606,-222.644226,34.1976662,-216.753845,4.15179205,48.3035278,48.5153618,-216.745544,-230.939713,-216.743179,36.6174889,0.0313483439,143.928055,12.0914087,11.999917,0.0189368036,0,0.0304013751,15.0191727,0.0755724162,111.46315,10.4587574,10.4660101,0.0822962523,0,0.059644226,17.3970699,0.0259081982,93.8547974,13.777153,13.7585287,0.0219597444,0,0.0100119375,17.8677139,0.0149024893,99.5438309,12.9022331,12.8426142,0,0,0,19.5455399,0.0706220493,98.3780365,9.73367405,9.69936466,0.0462067239,0.0163788646,0.0134395622,17.4059811,0.00886582956,141.297546,19.7555275,19.783596,0.029124435,0.00152289099,0.0153114498,29.2519169
12.588,51,-173.826935,51.832428,57.1459389,57.393837,-173.826019,-259.799377,-173.818436,47.5510368,-194.199829,51.2028236,55.8874702,56.1351624,-194.194412,-254.516998,-194.208405,46.1515884,-203.91304,47.2163696,53.0567665,53.2930603,-203.913696,-253.792313,-203.918335,43.1699219,-207.989761,45.6081352,50.2842369,50.5164528,-207.972961,-252.650375,-207.990433,40.6805,-222.651123,44.2404976,50.2239189,50.4556847,-222.659851,-251.021606,-222.662308,40.3637276,-216.749023,44.6909752,49.6054077,49.8438683,-216.748322,-230.939728,-216.74881,39.9688606,0.0209517628,27.5300255,12.1041212,12.3656902,0.0247844234,0,0.024468476,11.9045115,0.0748144239,17.9522476,11.7972126,12.0498466,0.0849455819,0,0.0721681342,13.8917246,0.0150209945,8.97845268,2.687047,2.75328803,0.016965732,0,0.00797925889,4.07232285,0.0247975141,2.88384128,4.46109486,4.5499115,0,0,0,4.58422184,0.0477184653,4.2793498,1.35044932,1.32569194,0.0594696067,0.0163788646,0.0162434783,1.10421348,0.0209951401,3.76007152,5.46734381,5.38445139,0.0244875401,0,0.00813151803,6.45172787
13.410,50,-173.81662,52.8001137,57.8745003,58.1290169,-173.835175,-259.799469,-173.823395,46.9640999,-194.211685,50.8611069,56.114315,56.3624802,-194.184921,-254.51709,-194.199127,45.7279968,-203.916519,46.8132477,51.9012146,52.1477051,-203.902267,-253.792404,-203.916504,41.9113808,-207.977982,44.6232948,50.0912399,50.3359871,-207.985336,-252.650436,-207.974182,40.1252823,-222.667786,43.0878029,47.9806366,48.2282829,-222.64476,-251.021683,-222.658951,38.1315689,-216.75061,43.5557518,48.1323395,48.3825455,-216.739517,-230.939575,-216.750931,38.2400627,0.0170309097,6.30204821,3.42503047,3.48590279,0.0293511301,0,0.0270381346,10.8972483,0.0752455369,10.9109917,5.23711538,5.33967733,0.0679159388,0,0.0818083212,10.9639778,0.00243036426,10.8906908,11.1765203,11.2550383,0.00204502954,0,0.0203721523,18.3920956,0.0107456576,9.47481537,7.68970394,7.74909687,0,0,0,13.5303249,0.0377049111,9.51509476,10.7383947,10.7941999,0.0217233375,0.0132322516,0.0619386211,16.3250046,0.0166622251,5.28210497,6.82233,6.85732126,0.00120999641,0,0.0300970953,11.4169636
14.389,47,-173.813492,49.7296333,53.5529594,53.7835732,-173.832077,-259.799622,-173.832016,42.2100487,-194.216721,48.2375908,52.0494995,52.2813644,-194.188019,-254.517242,-194.189987,41.0171738,-203.925995,44.7252121,48.7548103,48.9889679,-203.906143,-253.792587,-203.906693,38.546032,-207.985809,41.9874687,47.222229,47.4596748,-207.979111,-252.65062,-207.979843,37.3209305,-222.669617,41.2616806,46.0018349,46.2534027,-222.656631,-251.021881,-222.647842,36.5173187,-216.753723,44.2720032,48.4932213,48.7306747,-216.743607,-230.940094,-216.746445,38.8995171,0.0145921409,4.31781673,5.89376736,5.92296219,0.0203248244,0,0.0200601816,2.35634637,0.0646654889,5.35431719,4.0095129,4.00512362,0.0680424869,0,0.0613780133,8.04311657,0,4.69812727,8.84053993,8.93624878,0.0113325007,0,0.0216892194,23.0291042,0.00858768728,5.09995604,17.0708542,17.2389317,0,0,0,33.1388702,0.038674023,4.9678545,14.608532,14.6564293,0.0518063046,0.0152072525,0.024208907,26.6081142,0.0344404839,6.08287477,14.666523,14.8328133,0.0058871638,0,0.0255839787,25.8978844
15.896,49,-173.813324,52.8311882,55.2777023,55.4964218,-173.833908,-259.799713,-173.830841,45.0717735,-194.217377,51.1899681,54.2957993,54.5308952,-194.192657,-254.517334,-194.188461,44.1751671,-203.923691,47.0330391,48.2738953,48.4918671,-203.903519,-253.792648,-203.907745,37.7662048,-207.987717,41.1944313,44.4572067,44.6890793,-207.978378,-252.650696,-207.979294,35.5273056,-222.664261,41.2874298,43.9618187,44.2138557,-222.648422,-251.021942,-222.65123,34.5129128,-216.75267,43.671627,47.2718391,47.4970894,-216.742767,-230.939926,-216.741577,38.17239,0.0182526484,3.50080705,10.7816305,10.757762,0.0165418927,0,0.0203354508,20.6756115,0.0754280314,4.45874691,16.902462,16.8821983,0.0867844671,0,0.0641527474,43.3060799,0.026769679,1.92570436,11.4088678,11.4006453,0.0230399873,0,0.0102879098,27.6820335,0.0120561514,2.21902466,20.9066238,21.0894394,0,0,5.95354941E-05,50.4719353,0.0644337758,7.66076183,10.3508062,10.2282219,0.0433547497,0.0158149302,0.00796754286,16.0809002,0.0103917345,2.68535352,10.2225895,10.2799177,0.0220271572,0,0.00670395792,17.2941799
17.705,47,-173.824295,53.3284302,58.5985031,58.771656,-173.81929,-259.799622,-173.834366,46.8796349,-194.19696,51.9304771,57.1627693,57.3390121,-194.215775,-254.517242,-194.186417,46.0258331,-203.911758,45.2783623,51.1105919,51.2885284,-203.915207,-253.792587,-203.904633,40.7215385,-207.980927,39.4702759,44.67696,44.8638878,-207.984848,-252.65062,-207.98259,34.2056198,-222.658844,42.7211113,46.9157181,47.0923615,-222.659164,-251.021881,-222.651031,34.9854965,-216.743011,42.7114677,47.9645042,48.1574173,-216.752853,-230.940094,-216.742493,37.2349586,0.0246087257,3.2577343,1.05063796,1.04796433,0.0242897552,0,0.027313862,3.26907396,0.0718022883,6.59126663,2.78328252,2.77430725,0.0922963321,0,0.0652854592,3.80212808,0.0182144009,6.77005625,0.910277665,0.911166608,0.0219849367,0,0.00628591236,6.68720675,0.0123315146,5.54385519,4.20410919,4.206182,0,0,0,9.99363995,0.0509099439,6.27212811,7.47521162,7.4647665,0.0488396585,0.0152072525,0.0142683452,3.09120512,0.0255706683,6.86602116,1.40804183,1.40148938,0.0247645024,0,0.0160874389,5.09716129
