time_sec,samples_in_window,mean_b0_ch0,mean_b0_ch1,mean_b0_ch2,mean_b0_ch3,mean_b0_ch4,mean_b0_ch5,mean_b0_ch6,mean_b0_ch7,mean_b1_ch0,mean_b1_ch1,mean_b1_ch2,mean_b1_ch3,mean_b1_ch4,mean_b1_ch5,mean_b1_ch6,mean_b1_ch7,mean_b2_ch0,mean_b2_ch1,mean_b2_ch2,mean_b2_ch3,mean_b2_ch4,mean_b2_ch5,mean_b2_ch6,mean_b2_ch7,mean_b3_ch0,mean_b3_ch1,mean_b3_ch2,mean_b3_ch3,mean_b3_ch4,mean_b3_ch5,mean_b3_ch6,mean_b3_ch7,mean_b4_ch0,mean_b4_ch1,mean_b4_ch2,mean_b4_ch3,mean_b4_ch4,mean_b4_ch5,mean_b4_ch6,mean_b4_ch7,mean_b5_ch0,mean_b5_ch1,mean_b5_ch2,mean_b5_ch3,mean_b5_ch4,mean_b5_ch5,mean_b5_ch6,mean_b5_ch7,var_b0_ch0,var_b0_ch1,var_b0_ch2,var_b0_ch3,var_b0_ch4,var_b0_ch5,var_b0_ch6,var_b0_ch7,var_b1_ch0,var_b1_ch1,var_b1_ch2,var_b1_ch3,var_b1_ch4,var_b1_ch5,var_b1_ch6,var_b1_ch7,var_b2_ch0,var_b2_ch1,var_b2_ch2,var_b2_ch3,var_b2_ch4,var_b2_ch5,var_b2_ch6,var_b2_ch7,var_b3_ch0,var_b3_ch1,var_b3_ch2,var_b3_ch3,var_b3_ch4,var_b3_ch5,var_b3_ch6,var_b3_ch7,var_b4_ch0,var_b4_ch1,var_b4_ch2,var_b4_ch3,var_b4_ch4,var_b4_ch5,var_b4_ch6,var_b4_ch7,var_b5_ch0,var_b5_ch1,var_b5_ch2,var_b5_ch3,var_b5_ch4,var_b5_ch5,var_b5_ch6,var_b5_ch7
25.428,50,52.1972427,18.1913643,14.3552599,50.2564049,53.7653084,53.4596519,14.3102417,8.99581909,38.3830414,17.9577007,13.4145603,37.4628181,37.7904816,38.5983047,15.2100992,6.9376812,30.2254581,13.4658012,8.74385834,27.4697971,30.5246239,33.5797234,9.96009922,3.80206013,26.1013775,12.0821829,8.52005959,25.3125591,27.071722,32.8219795,9.11086082,2.82151937,24.2587223,10.9295597,6.8883009,23.6890984,25.4946823,30.0197754,7.87448072,1.2181201,26.7902584,15.3627396,11.0049191,24.7903423,28.3777027,34.4381409,12.3450403,2.96855998,12.4976549,5.14650059,6.13296461,15.1311712,6.20592165,17.015564,9.94864178,21.0785656,5.81256866,4.65556717,5.71267271,14.8264408,1.56797945,1.70175433,5.45367813,29.4075203,3.27592802,12.6760578,13.9156837,4.16018438,1.28701043,4.6429019,14.7274313,51.2445946,8.19489956,10.7794476,5.03466797,2.83953595,7.1811924,7.59339285,8.45350361,50.6566811,1.78905034,8.34002018,3.48524785,0.682820141,2.94011903,5.79855919,7.90792036,58.5759087,3.73328733,6.91633272,4.30386591,1.94039202,3.85918689,4.69218779,5.29063797,49.0438042
28.280,49,42.0273094,42.028717,52.810791,52.5296822,42.0340881,42.0341187,42.0945282,53.2607956,42.1970406,42.1990585,51.7423325,51.3820801,42.1982689,42.2014694,42.2726135,52.8664169,36.3434105,36.3420143,45.2486801,45.0070648,36.346489,36.3478088,36.3829575,45.0180206,32.4966698,32.4971008,40.209465,39.8789597,32.5012245,32.5032234,32.5514221,42.7859383,31.9259377,31.9264069,40.4704132,40.1077347,31.9271622,31.9280605,31.9970188,42.3709984,34.9440231,34.9446144,43.2946129,42.9674454,34.9452019,34.945694,35.0008812,44.2142868,35.0969849,35.1253967,11.1621981,12.4061737,35.0386314,35.0559654,34.9486465,7.11675453,33.0577164,33.0504951,21.4500256,22.9397087,33.0590324,33.0335388,33.0277328,16.9739914,16.8867378,16.9047241,24.2708149,25.472271,16.8828144,16.885376,16.8595085,18.3873405,33.2989731,33.2962265,14.7134485,15.404417,33.2624474,33.2600708,33.2740593,18.1195908,17.7447586,17.735672,7.45754433,8.36119556,17.7348061,17.7409191,17.6030178,6.58704567,25.6564579,25.6557846,25.4239082,26.7537155,25.6644096,25.6618767,25.6917343,23.3213291
28.961,51,43.5848465,43.5850868,51.8693848,51.35429,43.5910263,43.5922356,43.6457024,54.2691193,42.3847237,42.3858986,49.5262909,48.9711914,42.3860016,42.3890991,42.4450188,52.2332726,36.2647667,36.2646866,43.2636681,42.8700752,36.2684669,36.2695656,36.317173,45.1961021,33.2878456,33.2892952,40.3265457,39.8322525,33.2906075,33.2940636,33.3456612,43.431427,32.9530563,32.9534492,39.9182358,39.3799019,32.9545479,32.9550209,33.0189438,42.9448814,34.0320244,34.0326653,40.6802139,40.1981621,34.0330772,34.0337219,34.0862961,43.0437813,49.5440178,49.5633507,5.42654324,5.3147788,49.4707413,49.5041084,49.3151169,13.4520502,32.4355888,32.4203415,4.61941051,4.56655312,32.4376106,32.4117126,32.2515602,10.9296236,13.9653292,13.9909153,6.3054409,6.14419889,13.966713,13.9662447,14.0489073,18.8301735,37.7445297,37.7516594,9.54961777,8.92523003,37.6868706,37.6995468,37.759388,22.3091717,22.9987888,22.9849777,3.09536529,3.01861548,22.9900837,22.9934521,22.8357773,9.54184532,15.3917513,15.3902445,3.53254819,3.33029962,15.3962603,15.3946152,15.3922415,11.2724438
29.946,50,49.0513725,49.0532379,53.0028915,52.3886414,49.0539398,49.0570526,49.1066322,57.5676155,46.8700142,46.8715057,48.9840546,48.2855186,46.8723602,46.8731918,46.9176788,54.5420074,40.1730919,40.1763954,43.5826378,43.0282555,40.1763992,40.1776237,40.2333221,48.8925209,36.6801453,36.6834602,40.9155045,40.384716,36.6794395,36.6821632,36.735363,45.3916855,37.1881409,37.189064,39.6302834,38.9226227,37.1901016,37.1907387,37.2394981,45.3840637,37.332325,37.3349686,39.9707985,39.3185196,37.3344154,37.3356819,37.3849335,45.5727654,1.68746245,1.68585587,4.76599789,5.04622364,1.68559754,1.6839093,1.66830945,2.55802345,2.25279522,2.25335622,8.37343311,9.44716549,2.25211024,2.25325251,2.22213554,1.12743151,1.66455829,1.66535687,10.7299528,11.6825132,1.66370749,1.66272473,1.67041433,6.52774715,6.72478056,6.7170558,15.7205677,15.7620888,6.72064352,6.7298131,6.76749945,11.8092442,0.991031229,0.990850866,10.4848309,12.1426029,0.991556048,0.990680218,0.978567481,2.62343001,1.10110033,1.10183108,12.0673237,13.7670298,1.10223949,1.100811,1.08952761,1.54859543
30.644,50,48.1450958,48.147377,51.3426971,50.7510872,48.147892,48.1506844,48.2336998,56.8685341,46.2391548,46.241806,46.7963371,46.154644,46.2417374,46.2430458,46.2757034,54.1783981,41.1180611,41.1208153,41.3805313,40.8633804,41.1203613,41.1218605,41.1477051,49.3759956,36.5639801,36.5675392,38.2932625,37.8612633,36.5650368,36.5656433,36.597744,44.8349648,37.3604279,37.362339,37.0001984,36.3585243,37.3636971,37.3637733,37.3809624,45.4395866,37.3543816,37.3574791,37.475235,36.8376427,37.3562965,37.3582802,37.3860168,45.4359131,1.60272646,1.60303593,10.8080654,11.47754,1.60447073,1.60241628,1.56244981,4.71323872,2.72498584,2.72760153,11.0127439,12.1245689,2.72711611,2.72451329,2.75775838,2.13940835,0.789795399,0.789488435,17.0499439,17.6093102,0.787637174,0.787876785,0.722445905,2.0279007,8.44962692,8.43861103,17.0368156,17.12533,8.45365238,8.45482826,8.38882637,12.9686356,0.903142273,0.904011667,17.6359558,18.79953,0.904826224,0.903641522,0.867265463,1.93073356,1.14334226,1.14495194,13.2234621,14.5613251,1.14480424,1.14332569,1.14182353,1.61759698
31.543,52,47.9766197,47.9783287,47.0936737,46.3607712,47.9796371,47.9818192,48.1812057,56.6705284,45.8386841,45.8408623,42.9923477,42.3654633,45.8414497,45.8435898,45.9037285,54.3793335,40.7804298,40.7813797,37.4274559,37.0495605,40.7811928,40.7828331,40.8412323,48.4251976,36.8681602,36.8707466,34.1981354,33.8792343,36.8706589,36.8710403,36.9490547,44.8487549,37.1558075,37.1571312,32.4135361,31.8577366,37.1599579,37.1591873,37.2040596,45.2100182,36.6918488,36.6942368,33.4836845,32.9871521,36.6939659,36.6953125,36.7923737,44.8214989,0.749575436,0.750140727,11.4258871,12.3056049,0.750317752,0.750890136,0.791139066,3.64017439,2.19370365,2.19713306,9.06441021,9.22977924,2.19283366,2.19193602,2.18608999,2.60268807,4.71044827,4.7170825,6.65698004,6.31065416,4.71255255,4.7110858,4.07785082,2.25878215,11.5816555,11.5735569,8.98387432,8.66903973,11.5899143,11.5854664,11.1089087,12.5833263,2.50383067,2.50531626,10.3128748,10.0328617,2.50483942,2.50229311,2.09488773,1.9157083,2.74729753,2.74990797,8.63925648,8.07667828,2.74683547,2.74835205,2.32722211,1.3946892
38.748,53,44.3869858,44.386055,37.6895256,37.6809235,44.3902473,44.3876991,52.7864723,52.8122292,45.0253983,45.0249481,38.2422028,38.2317009,45.0291901,45.0274734,52.752224,53.3132935,39.8474426,39.8471184,32.7214508,32.7107582,39.8498306,39.8501244,47.969532,48.9304237,37.126812,37.1269951,30.1618099,30.1523991,37.1285934,37.1282463,46.01511,47.0934181,35.6012268,35.6041756,27.8725071,27.8557777,35.6032791,35.6044693,43.6843185,44.4283257,37.7624092,37.7624664,29.5902634,29.5787354,37.7641296,37.7658195,46.0289459,46.4657936,19.4887314,19.4801731,6.24599743,6.28240633,19.4744473,19.4857063,31.7135849,37.7937431,21.5091667,21.4996529,4.4217453,4.42786694,21.5099812,21.5085678,32.9758148,35.7225266,12.8417168,12.8421669,3.98768735,3.99592137,12.8562336,12.8455181,25.5367908,24.308506,17.9828892,17.9967575,2.96755385,2.97278428,18.0018501,18.003458,27.1470032,29.6128025,16.6515274,16.6319885,2.06890488,2.08152533,16.6534653,16.6498909,28.5402985,24.8947544,22.6990585,22.6980343,4.98186588,4.97188902,22.7002239,22.6938019,31.9657764,18.5508747
39.926,50,46.7072029,46.7067032,37.6118584,37.6229553,46.7086334,46.7077408,57.1859589,56.7364731,45.4034958,45.4044838,37.6151619,37.6160736,45.4068604,45.4072151,55.5960236,54.9547768,41.2101669,41.2116547,33.5185776,33.5166397,41.2136955,41.2131577,51.2785645,50.6463394,38.7649155,38.7672806,30.8522415,30.846796,38.7691154,38.7694473,48.7975922,47.8013153,37.575058,37.5778351,28.5076218,28.4976559,37.5795746,37.580986,47.4979973,46.2417908,40.995163,40.9976616,30.7284203,30.7193146,40.997963,40.9992218,50.8995667,49.2268219,1.85199118,1.8496002,8.15523911,8.13396072,1.8545891,1.8505739,0.716304302,1.98897946,11.0665159,11.0571184,9.50157356,9.46789551,11.0715256,11.057374,4.79188108,5.20249128,2.44467568,2.44400239,1.39338505,1.39194262,2.44765854,2.4449966,2.44754839,1.05621386,1.64790606,1.64605224,1.35971344,1.36518896,1.64819229,1.6430887,1.56916904,1.51594436,1.40188277,1.39923036,1.0543319,1.06464028,1.40057397,1.39751685,0.976142704,1.30811441,2.0606761,2.05746675,1.13973784,1.13767684,2.06046653,2.05941701,1.55735695,0.884312332
40.757,52,44.6729164,44.6739044,35.2557106,35.262146,44.6747475,44.6742325,55.982605,53.4872437,42.6360397,42.6385345,35.3326988,35.3348045,42.6402779,42.6400185,54.1246758,51.4943695,40.2855835,40.287941,32.926033,32.9259987,40.2888603,40.2884483,51.4009857,48.6383476,37.4745407,37.4777718,29.5054817,29.504385,37.4785538,37.4791641,48.6989479,45.2402916,34.0241127,34.025959,26.9103432,26.9072361,34.0271301,34.0292473,45.1673393,41.9269257,38.2519264,38.2541046,29.1026115,29.0998325,38.2549591,38.2546959,49.4097252,46.2318802,3.27804899,3.27717614,4.62117386,4.64075232,3.27887726,3.27887011,3.36688495,12.8882036,8.08486366,8.08293533,5.28240061,5.27910328,8.0878315,8.08846855,5.44891834,8.51203823,7.57444811,7.57993174,2.26441097,2.26252151,7.58483362,7.58250809,6.21381378,12.9283276,5.95640612,5.95483208,1.76175356,1.75945461,5.95847082,5.96008396,4.71154499,6.27646542,13.4766979,13.4986391,2.47045445,2.46164393,13.5060997,13.5246115,10.5459795,18.0304871,9.39388466,9.4176693,2.78806257,2.77897,9.40820122,9.4141798,6.92515039,10.256321
41.562,51,44.2054901,44.207489,36.0797424,36.0758781,44.2090797,44.2072258,55.5506096,51.0447693,43.0847206,43.086628,36.0530701,36.0501938,43.0882339,43.0860138,54.670208,50.1264076,39.1525879,39.1543732,33.1224327,33.1194534,39.1548004,39.1537704,50.395153,45.7247391,34.8266907,34.8318672,29.1254692,29.1272717,34.8307228,34.8304939,46.4739189,42.1265717,32.3637657,32.3624878,26.728056,26.7274914,32.3635941,32.3639183,43.909626,39.4831161,35.8421555,35.8418465,28.633215,28.6303177,35.8448257,35.842926,47.538044,43.3284645,2.55091357,2.55204105,3.71263528,3.72193408,2.55616975,2.55456114,2.51087785,5.13587427,7.40387154,7.40064526,2.41454196,2.41477799,7.40592623,7.40986824,4.83168983,6.88671589,10.0215168,10.0299101,1.79483235,1.79247832,10.0363703,10.0346279,8.13250446,13.9064398,17.6449509,17.6255474,1.24378657,1.23491967,17.6430149,17.6410141,15.1931715,12.8213205,8.32617092,8.34016037,1.73327839,1.72256446,8.3446064,8.35755348,6.60990524,8.61967182,10.0605955,10.0800591,2.0393312,2.03122735,10.0696096,10.0765238,7.49643564,10.3200665
42.215,48,42.8666649,42.8684425,35.6127892,35.6085167,42.8696442,42.8682899,54.3503914,49.0296059,40.7400436,40.7411461,34.7548561,34.7536049,40.7416039,40.739727,52.5390205,47.4443703,35.9829597,35.9835472,31.5198917,31.5213776,35.9828949,35.9826508,47.501236,42.4978142,31.2039337,31.2105808,28.0010014,28.0077763,31.2096252,31.2081833,43.2097282,39.2669792,30.6052074,30.6025391,26.062376,26.0700436,30.6012325,30.6024532,42.7212334,38.2242699,33.4460678,33.4433975,27.2582569,27.2577286,33.4471092,33.4448128,45.8088989,41.20438,4.5628109,4.56775284,9.25048923,9.26950073,4.56799889,4.56350136,4.36210442,4.67123508,16.3991127,16.3983955,13.2833261,13.2910728,16.4040642,16.4017181,14.8634787,14.4550695,17.2843475,17.2932167,7.80349255,7.77580357,17.311842,17.3001137,16.5383434,12.7061758,18.9478817,18.9144764,4.08705044,4.08894396,18.9074726,18.9316807,17.4241467,10.0236549,8.41380692,8.40623379,3.76909661,3.73887587,8.43584442,8.41881084,6.21409082,3.91923118,2.95051384,2.95603228,4.90594816,4.88689947,2.95555758,2.95694971,2.11118555,2.41720557
49.267,48,68.4928131,59.6286621,31.4241009,31.4404392,73.0850067,73.0644608,53.5762978,50.8406334,55.7937927,48.9782257,30.7253952,30.7335415,58.1104431,58.3863411,35.2800407,29.7840633,50.3513908,42.7902527,28.8197918,28.8242321,50.8524284,50.8583221,29.4103699,26.7037907,45.7942467,35.6432037,24.7128525,24.7198315,44.5574036,44.4788551,24.3375416,23.741415,43.8412132,37.7737312,22.0264587,22.0271282,44.7890472,45.2391014,23.7712231,19.1643772,47.3005104,39.3808327,23.720335,23.720665,47.5388374,47.3288918,24.8725872,23.3474197,14.1095524,67.7849579,9.16699696,9.10699654,2.36646152,2.77012157,153.623291,151.72731,5.19453907,22.7996655,13.7879801,13.7300062,10.6214695,13.3906422,32.8309326,18.9103031,5.31629801,26.0954723,12.9296713,12.8946619,29.154789,31.8519669,24.5281906,16.2740803,8.58203983,12.890275,14.3556719,14.2237558,19.6376648,21.3209,9.57390118,19.4817486,9.83486366,24.1829491,17.3286152,17.4352913,31.5711308,39.7794151,43.3213501,10.1828232,24.7566853,20.2402287,25.3548012,25.2769527,19.0489254,24.586113,30.4554806,36.2253838
50.176,49,69.8057556,50.3399887,33.3245888,33.336689,70.0665436,69.9709549,37.9468575,35.6192627,58.2604141,47.1453476,32.7359581,32.7392654,56.391552,56.6519012,31.1782475,27.5851212,52.152977,41.3866348,29.5724678,29.5759792,48.0368805,48.1441841,27.3686981,25.8025703,45.5172386,35.174366,25.3708401,25.3813858,44.1146317,44.1336288,23.3160801,22.2603455,46.6445465,38.6649361,22.7260799,22.721981,45.7240448,45.1562309,21.9973068,19.3286762,48.0509148,39.4355202,24.6677589,24.6736298,47.6242828,47.2051811,23.8213444,22.8209209,4.85423708,24.9534073,19.5842094,19.4650936,25.4040794,22.843792,70.7293701,57.1892662,3.99416566,17.2461319,25.2003098,25.0810509,11.6698685,12.4788332,44.0999298,6.07689905,7.5962882,22.3486061,16.3561115,16.308876,38.5767632,40.0447617,23.2773609,10.1066971,7.00423098,19.6653442,18.8710117,18.7558365,37.6804008,34.9874535,8.9982872,17.5934753,23.7528343,17.0963268,20.956749,21.0383587,29.7443447,34.6447906,39.194725,19.132103,30.5297565,25.9409447,30.6488247,30.5974922,33.7326164,32.54319,25.5963478,39.5806274
51.005,51,66.9308395,45.5283699,37.4106674,37.4115486,63.0827332,63.9505577,31.4029789,30.2341747,59.9263229,44.2314072,37.2700996,37.2672729,55.7266197,56.2163124,29.1785069,29.14884,55.4698753,41.6494751,33.2894516,33.2913666,49.9477768,49.6868629,26.0035133,28.5357876,48.7268105,38.9039459,29.2270031,29.2360992,49.3053131,48.477066,24.183321,26.3147068,49.8317757,40.3748512,25.6483707,25.6500034,48.5144081,46.8810883,21.8016701,23.880352,52.8835335,42.7728043,29.2881546,29.2946033,51.4237289,50.6056404,25.5439014,27.8549538,7.6841054,2.68779755,1.17682648,1.1770556,35.3092575,24.5927696,8.95783615,6.99599695,0.942752838,2.16599417,1.5536865,1.56345284,7.54238987,7.8585434,13.9016027,4.0138917,3.91641665,14.6945152,2.80411148,2.81284118,45.3880501,43.251297,6.43246746,4.07082653,3.49384117,30.8886318,7.13482904,7.1436286,58.9756012,52.283638,5.21032047,18.9223747,2.9332943,15.5170183,1.48822665,1.48509979,39.6837502,35.7985725,21.4679432,26.7144432,4.11801958,22.0856037,3.37923193,3.3790102,42.3613319,35.9907913,17.4655209,19.2167244
51.813,49,63.0080566,44.7249069,37.5357361,37.5412407,57.2346802,59.1322632,32.7407532,33.5662804,56.5044403,43.2425728,37.0199356,37.0247955,55.4587593,56.2324677,33.6716309,32.3737144,53.3262901,43.9841042,33.6870613,33.6938591,52.2312393,52.6063766,28.9595871,29.9959393,47.6012497,42.7604141,30.9506092,30.9599342,51.5118027,51.2034492,25.6905708,30.2035942,46.5854759,42.6315727,26.8625507,26.8683491,49.6867523,49.1677933,25.9485435,28.2943668,49.9245453,45.8307343,30.0015697,30.0070744,51.6545105,51.8699684,29.5340347,30.216713,10.5714684,2.58077216,1.24698341,1.23898757,6.50193214,5.30123186,13.8356838,21.3551159,36.3739586,7.64435196,3.10664296,3.09225011,10.7972078,11.7264767,8.85836029,8.53465366,35.8067818,4.07631588,2.63197351,2.62522602,18.0663395,12.3027782,5.52468824,0.47666046,17.0570621,3.10740876,0.870458663,0.871571302,27.3474178,16.6054668,0.377321839,1.24259174,18.273901,3.8532064,4.41789436,4.41621971,26.3982754,11.9944134,1.67833674,1.32669353,42.5180511,2.54257703,1.51561487,1.5173831,38.8991928,20.9741497,3.24213529,3.49939179
